CUSTOMER_ID,CHATBOT_USAGE_COUNT,LAST_CHATBOT_INTERACTION,EMAIL_OPENED_COUNT,CLICKED_AD_CAMPAIGNS,PARTICIPATED_IN_SURVEY,PREFERRED_CHANNEL,LOYALTY_PROGRAM_STATUS,MARKETING_RESPONSIVENESS,REFERRAL_LIKELIHOOD,GENDER,TENURE_MONTHS,TOTAL_TRANSACTIONS,TOTAL_UNITS_PURCHASED,TOTAL_SPEND,AVG_RATING,FIRST_PURCHASE_DATE,LAST_PURCHASE_DATE
13011,5,25/10/2024,6,1,false,Chatbot,Bronze,Moderate,Likely,F,18,3,18,219.55,1.666667,30/01/2024,30/01/2024
12963,1,19/12/2024,3,5,false,Email,None,Moderate,Likely,M,9,4,15,297.73,2.000000,4/10/2024,4/11/2024
15607,4,17/10/2024,5,5,false,Email,None,Moderate,Unlikely,F,40,3,5,566,2.000000,8/03/2024,8/03/2024
13874,3,30/9/2024,6,1,false,Chatbot,None,Moderate,Unlikely,F,39,9,51,363.12,2.333333,22/06/2024,22/06/2024
16265,3,15/11/2024,1,1,true,Social Media,Bronze,High,Very Likely,M,38,20,69,1150.32,2.550000,24/04/2024,24/04/2024
12433,5,4/12/2024,6,5,true,Email,None,High,Likely,M,32,67,541,5316.56,3.194030,1/09/2024,4/10/2024
15646,1,27/2/2024,7,3,false,Social Media,None,High,Likely,M,10,11,29,766.11,2.636364,29/01/2024,29/01/2024
12483,2,21/7/2024,4,2,true,Email,Silver,Moderate,Likely,F,39,4,4,144.98,3.000000,18/07/2024,18/07/2024
15547,4,15/12/2024,4,1,false,Email,Silver,High,Likely,M,40,48,161,3580.69,2.958333,18/11/2024,5/09/2024
17708,3,30/11/2024,6,2,false,Chatbot,None,High,Very Likely,M,44,16,322,1619.07,2.625000,20/09/2024,20/09/2024
15048,1,6/8/2024,3,1,false,Email,Bronze,Moderate,Likely,M,17,11,29,619.92,2.272727,3/07/2024,3/07/2024
15518,3,25/11/2024,8,2,false,Email,None,High,Likely,F,7,36,73,2527.39,3.111111,19/08/2024,23/10/2024
16359,1,5/11/2024,9,1,false,Email,Silver,Low,Unlikely,F,49,4,4,60.46,2.000000,22/08/2024,22/08/2024
17091,2,27/3/2024,4,2,true,SMS,None,High,Very Likely,F,37,27,58,1059.39,2.888889,19/03/2024,20/09/2024
18065,3,25/12/2024,5,0,true,SMS,Bronze,High,Likely,F,47,9,10,562.75,2.666667,28/04/2024,29/04/2024
18168,3,23/5/2024,3,1,false,Email,Bronze,High,Likely,F,5,22,61,1337.21,2.909091,30/01/2024,6/05/2024
17567,3,5/5/2024,6,0,true,Email,Silver,Moderate,Likely,F,9,14,57,720.25,2.357143,26/01/2024,26/01/2024
16904,3,9/6/2024,2,3,false,SMS,Bronze,High,Very Likely,F,17,33,101,3641.82,3.484848,21/09/2024,22/03/2024
16315,4,25/10/2024,8,1,false,SMS,Bronze,Moderate,Likely,M,35,7,8,110.85,2.571429,27/08/2024,27/08/2024
14320,3,17/4/2024,3,1,true,Email,Bronze,High,Likely,F,29,13,18,1004.82,2.076923,10/01/2024,16/08/2024
13707,2,14/12/2024,4,2,true,Email,Gold,High,Very Likely,F,28,14,126,1860.4,3.571429,20/11/2024,20/11/2024
15180,4,10/8/2024,6,0,true,SMS,None,Low,Neutral,F,41,2,2,137.99,3.000000,24/03/2024,24/03/2024
14258,1,4/12/2024,7,1,true,Chatbot,None,Moderate,Unlikely,F,31,18,98,879.42,2.444444,27/07/2024,27/07/2024
14970,0,,6,1,false,Social Media,Gold,Moderate,Likely,F,46,3,83,1309.59,3.666667,11/09/2024,11/09/2024
12928,1,12/12/2024,1,2,true,Email,Silver,High,Likely,F,21,10,10,166.91,2.500000,6/11/2024,6/11/2024
14334,2,13/7/2024,4,2,false,Chatbot,Silver,High,Likely,M,41,20,77,1331.45,2.750000,13/10/2024,21/06/2024
14913,2,4/11/2024,6,3,false,Email,None,Moderate,Unlikely,M,4,5,5,106.15,2.400000,6/09/2024,6/09/2024
12872,4,13/12/2024,6,3,true,Social Media,Silver,High,Likely,M,20,37,252,2151.91,2.621622,18/04/2024,9/07/2024
13539,4,23/12/2024,6,0,false,Chatbot,None,Moderate,Likely,M,24,3,3,333.31,3.666667,19/12/2024,19/12/2024
14248,3,27/12/2024,3,2,false,Chatbot,None,Low,Unlikely,M,34,,,,,,
17041,4,13/10/2024,4,3,false,Social Media,None,Low,Unlikely,F,15,8,8,342.02,2.375000,24/05/2024,24/05/2024
17068,1,21/8/2024,4,1,false,SMS,Bronze,High,Likely,F,31,27,34,1551.3,2.629630,14/03/2024,29/11/2024
16206,4,15/12/2024,2,2,false,SMS,Gold,Moderate,Unlikely,F,28,12,85,816.59,3.083333,9/05/2024,9/05/2024
18233,4,29/10/2024,5,2,false,Chatbot,Bronze,Low,Unlikely,F,2,,,,,,
16350,1,25/4/2024,6,3,false,Email,Bronze,High,Likely,F,31,10,10,529.04,2.300000,13/08/2024,18/04/2024
12510,1,17/12/2024,6,2,false,Chatbot,None,High,Likely,F,25,9,47,737.34,3.000000,18/09/2024,18/09/2024
17128,4,18/10/2024,8,1,false,Chatbot,Silver,Moderate,Unlikely,F,47,4,4,151.57,2.750000,8/09/2024,8/09/2024
14373,1,30/8/2024,6,4,false,Social Media,None,Low,Unlikely,F,40,,,,,,
16387,3,14/4/2024,6,2,false,SMS,Silver,Moderate,Likely,F,20,2,2,19.99,2.500000,10/02/2024,10/02/2024
16520,5,27/6/2024,5,2,false,Chatbot,Bronze,High,Likely,F,37,36,118,4716.07,3.861111,15/04/2024,16/04/2024
16419,3,10/9/2024,2,3,false,Email,Silver,Moderate,Unlikely,F,50,12,21,773.61,3.250000,12/06/2024,12/06/2024
13611,4,19/5/2024,6,3,true,Chatbot,Silver,Moderate,Likely,F,5,6,6,243.27,3.000000,6/03/2024,6/03/2024
17188,3,4/12/2024,6,2,true,Email,Bronze,High,Likely,M,8,17,96,2144.58,3.764706,17/07/2024,5/08/2024
17735,2,21/9/2024,1,0,false,Email,Silver,High,Likely,M,49,24,36,2776.33,2.875000,20/03/2024,30/10/2024
16473,3,20/9/2024,2,3,true,Chatbot,None,Moderate,Unlikely,F,36,5,16,220.62,2.600000,8/02/2024,8/02/2024
12489,5,4/5/2024,4,2,true,Email,None,Moderate,Likely,M,2,4,4,27.18,2.500000,8/03/2024,8/03/2024
16496,3,26/11/2024,2,3,false,Email,Silver,High,Very Likely,M,16,16,37,2120.8,3.750000,11/05/2024,11/05/2024
15549,2,16/11/2024,3,3,false,Chatbot,Bronze,High,Likely,F,5,36,102,5097.79,3.638889,13/11/2024,22/11/2024
15687,3,14/8/2024,6,1,false,Email,Gold,High,Likely,M,20,17,126,1394.56,2.705882,12/07/2024,29/08/2024
18118,5,31/8/2024,5,3,false,Chatbot,Silver,High,Likely,M,24,123,678,7964.36,3.032520,15/02/2024,28/04/2024
13523,4,4/9/2024,5,2,false,Email,Silver,Moderate,Likely,F,13,11,13,712.52,3.000000,4/06/2024,4/06/2024
15525,4,13/9/2024,6,0,false,Email,Bronze,High,Very Likely,M,48,24,162,2980.43,3.416667,1/09/2024,1/09/2024
13742,1,20/10/2024,9,5,false,SMS,Bronze,High,Very Likely,F,6,45,160,3383.86,2.933333,10/10/2024,10/10/2024
15443,2,27/9/2024,0,3,false,Email,Silver,High,Likely,M,27,24,32,1333.89,2.791667,10/08/2024,10/08/2024
12916,1,27/6/2024,2,2,false,SMS,Silver,High,Likely,F,2,23,93,2752.88,3.043478,10/05/2024,10/06/2024
17019,3,22/10/2024,8,3,true,Email,None,High,Likely,M,25,43,71,3902.48,3.209302,27/08/2024,3/12/2024
17812,3,20/5/2024,5,1,true,Social Media,Bronze,High,Very Likely,M,20,20,26,836.17,2.350000,17/03/2024,18/03/2024
13034,2,7/3/2024,5,2,false,Email,Bronze,Moderate,Unlikely,F,40,5,10,199.1,2.400000,28/02/2024,28/02/2024
12779,2,7/11/2024,3,1,true,Chatbot,Bronze,High,Very Likely,F,28,21,27,1462.34,2.428571,2/04/2024,9/07/2024
17007,3,16/9/2024,7,3,false,Email,None,Moderate,Likely,F,3,4,102,421.79,3.500000,27/06/2024,27/06/2024
18044,0,,8,3,false,Email,None,Low,Unlikely,F,9,1,1,20.99,3.000000,25/05/2024,25/05/2024
12386,4,9/9/2024,7,1,false,Social Media,None,High,Likely,M,38,8,17,269.24,2.750000,27/03/2024,28/07/2024
12377,0,,4,1,false,Social Media,None,High,Likely,F,27,34,96,3793.31,3.029412,21/11/2024,7/05/2024
17593,2,14/11/2024,2,2,false,SMS,None,High,Very Likely,F,22,10,16,391.34,2.700000,13/07/2024,13/07/2024
16885,4,5/12/2024,3,3,false,Email,None,High,Likely,M,27,16,117,2731.79,3.062500,29/06/2024,29/06/2024
12523,1,11/11/2024,7,0,false,Email,Silver,Moderate,Unlikely,F,35,7,28,497.77,3.285714,22/08/2024,22/08/2024
15838,3,18/9/2024,7,2,false,Email,Gold,Low,Unlikely,F,9,,,,,,
16401,3,17/7/2024,8,3,true,SMS,None,Low,Unlikely,M,40,2,11,17.98,2.500000,9/05/2024,9/05/2024
16156,2,18/12/2024,5,2,false,Email,Bronze,Moderate,Unlikely,F,24,11,12,827.59,2.727273,12/12/2024,12/12/2024
12868,5,2/10/2024,5,2,true,SMS,Silver,High,Likely,F,8,21,32,1675.18,2.666667,1/09/2024,25/08/2024
13048,5,30/10/2024,3,1,false,Social Media,Bronze,High,Very Likely,M,45,21,498,2129.58,2.857143,9/06/2024,9/06/2024
14534,2,20/11/2024,4,1,false,Email,None,High,Likely,M,14,10,35,1539.75,4.200000,22/10/2024,22/10/2024
16316,0,,2,0,false,Email,Bronze,High,Very Likely,F,44,12,13,1017.26,2.916667,19/06/2024,19/06/2024
13569,2,9/7/2024,4,0,true,Email,Silver,High,Very Likely,M,14,14,99,911.65,2.785714,21/03/2024,21/03/2024
15110,2,21/10/2024,2,1,false,Email,Gold,Moderate,Unlikely,F,8,4,659,1122.04,2.250000,20/10/2024,20/10/2024
18037,3,13/12/2024,7,1,true,Email,None,Moderate,Unlikely,M,46,3,17,157.24,3.333333,5/12/2024,5/12/2024
14985,2,12/9/2024,10,4,false,Email,Bronze,High,Likely,F,4,27,38,2999.9,3.000000,23/06/2024,24/06/2024
12944,2,21/9/2024,4,4,false,Email,None,Moderate,Likely,F,43,6,29,332.39,3.166667,7/06/2024,7/06/2024
14401,4,21/9/2024,3,2,true,Email,None,High,Likely,F,20,8,18,967.1,2.750000,21/11/2024,6/02/2024
15078,3,29/6/2024,4,2,false,Chatbot,None,High,Likely,F,6,30,98,1520.98,3.033333,16/10/2024,7/07/2024
14901,3,13/3/2024,8,6,true,Email,Bronze,High,Likely,F,4,31,62,3075.78,2.935484,18/01/2024,29/03/2024
14744,1,8/6/2024,5,0,false,Chatbot,None,Moderate,Likely,F,31,10,98,1122.96,2.400000,10/12/2024,30/11/2024
12472,4,22/3/2024,4,2,false,Chatbot,None,High,Likely,F,2,71,300,6404.64,3.112676,1/11/2024,30/10/2024
14419,1,22/9/2024,6,1,true,Chatbot,None,Moderate,Unlikely,M,20,12,19,674.2,2.666667,24/04/2024,25/04/2024
17530,3,9/6/2024,5,3,false,SMS,Gold,High,Very Likely,F,28,29,191,2468.31,2.310345,21/04/2024,22/04/2024
14776,1,11/12/2024,6,1,false,SMS,None,High,Very Likely,F,42,13,19,1603.03,3.615385,29/11/2024,29/11/2024
13756,0,,6,3,false,Email,Silver,Moderate,Unlikely,F,6,6,29,536.38,3.000000,13/06/2024,6/01/2024
12753,1,8/7/2024,6,1,false,Chatbot,Bronze,High,Very Likely,F,13,30,72,1279.57,2.933333,5/05/2024,8/01/2024
14618,1,20/10/2024,5,2,false,Chatbot,None,Low,Neutral,M,13,3,4,273.18,3.000000,27/07/2024,4/07/2024
17552,3,3/5/2024,4,2,false,Email,None,Moderate,Unlikely,F,44,5,68,410.31,2.400000,31/01/2024,31/01/2024
12415,3,9/11/2024,5,0,false,SMS,Silver,High,Likely,M,29,21,42,1725.64,2.380952,13/08/2024,26/07/2024
18074,2,4/6/2024,6,2,true,SMS,Silver,Moderate,Likely,F,10,4,4,437.61,2.000000,1/02/2024,1/02/2024
14221,2,25/12/2024,2,2,false,Email,Silver,Moderate,Likely,F,39,6,7,288.96,2.333333,19/07/2024,19/07/2024
17524,3,16/7/2024,5,2,true,SMS,None,Low,Unlikely,F,4,9,115,761.7,2.888889,17/05/2024,17/05/2024
13656,2,29/11/2024,6,1,false,SMS,None,High,Likely,M,44,14,34,643.32,2.214286,31/07/2024,31/07/2024
14573,2,21/12/2024,2,2,false,Chatbot,Gold,High,Very Likely,M,40,36,210,3222.54,2.805556,31/01/2024,31/01/2024
14133,2,5/12/2024,6,2,true,Social Media,Bronze,High,Likely,F,32,8,11,1119.97,2.625000,17/11/2024,17/11/2024
13004,2,7/10/2024,7,4,true,Email,Bronze,High,Very Likely,F,37,37,107,3081.18,3.216216,11/10/2024,24/06/2024
14524,2,26/9/2024,2,1,false,SMS,None,Moderate,Likely,F,15,14,19,402.82,2.500000,23/05/2024,23/05/2024
15864,4,15/11/2024,7,2,true,Chatbot,None,Low,Unlikely,F,17,2,2,398,3.500000,15/11/2024,15/11/2024
14878,3,23/10/2024,7,3,false,SMS,None,Moderate,Unlikely,M,12,11,13,476.7,2.454545,15/06/2024,15/06/2024
18004,2,2/11/2024,7,4,false,Chatbot,Silver,High,Likely,F,30,19,340,1983.58,2.842105,5/09/2024,5/10/2024
14560,5,3/11/2024,6,4,false,Email,None,High,Likely,M,40,10,13,913.8,3.100000,11/08/2024,24/06/2024
12712,6,3/10/2024,4,3,true,SMS,Bronze,High,Likely,M,37,25,35,1347.1,2.520000,12/04/2024,4/12/2024
17581,5,7/2/2024,3,4,false,Social Media,None,High,Very Likely,M,25,35,41,2889.02,3.142857,25/01/2024,31/08/2024
17243,3,9/7/2024,4,4,false,Chatbot,Bronze,High,Very Likely,M,9,28,51,3218.34,2.964286,10/05/2024,8/07/2024
15332,3,9/5/2024,2,1,false,SMS,Bronze,High,Very Likely,F,30,22,176,1912.8,3.045455,15/02/2024,4/06/2024
18161,4,23/10/2024,8,2,true,Social Media,Bronze,Moderate,Likely,F,47,9,13,240.74,2.888889,13/10/2024,13/10/2024
15081,5,27/6/2024,6,1,true,Email,None,Moderate,Unlikely,M,24,5,6,384.56,2.600000,26/03/2024,26/03/2024
13564,3,9/12/2024,5,0,false,Chatbot,Bronze,High,Very Likely,M,26,39,108,3747.44,2.538462,19/03/2024,7/11/2024
17802,3,9/10/2024,3,1,false,Chatbot,Gold,Moderate,Likely,F,13,2,11,147.47,3.000000,24/01/2024,24/01/2024
17611,4,26/5/2024,1,2,true,Chatbot,Bronze,High,Very Likely,M,26,107,280,8984.67,3.626168,10/08/2024,24/09/2024
13069,3,6/9/2024,5,3,false,Email,Bronze,High,Likely,F,38,68,138,3415.27,3.014706,13/05/2024,8/09/2024
15370,1,1/12/2024,4,4,true,Chatbot,None,Moderate,Unlikely,F,38,3,3,12.07,1.666667,17/08/2024,17/08/2024
17769,1,17/8/2024,7,2,true,Email,Silver,High,Likely,M,32,15,25,2018.03,3.066667,10/06/2024,10/06/2024
18198,5,29/12/2024,3,5,true,Email,Silver,High,Likely,F,29,15,22,1385.26,2.733333,12/11/2024,8/04/2024
15139,3,2/11/2024,5,3,false,Chatbot,None,Moderate,Likely,M,16,3,3,214.18,2.333333,8/03/2024,8/03/2024
15384,6,31/8/2024,7,2,false,Email,Silver,High,Very Likely,M,30,8,83,919.26,3.000000,6/05/2024,6/05/2024
17884,4,23/2/2024,10,2,false,SMS,None,High,Likely,F,37,46,118,4369.99,3.130435,12/05/2024,2/02/2024
13819,4,16/12/2024,8,2,true,Chatbot,Bronze,High,Likely,F,7,10,131,1628.13,3.200000,10/12/2024,19/12/2024
15468,5,8/11/2024,7,1,true,Email,Bronze,Low,Unlikely,F,23,2,2,16.28,2.500000,23/05/2024,23/05/2024
18230,1,12/8/2024,6,3,false,Email,Silver,Moderate,Unlikely,F,36,1,1,119,3.000000,18/04/2024,18/04/2024
17838,3,24/7/2024,5,2,true,Social Media,None,High,Likely,F,14,17,41,1785.97,3.000000,19/04/2024,27/01/2024
15208,2,28/12/2024,7,3,false,SMS,Bronze,Low,Unlikely,M,16,2,2,32.62,1.000000,7/12/2024,7/12/2024
12348,3,3/8/2024,6,2,false,SMS,None,Moderate,Unlikely,M,39,11,150,468.54,2.727273,19/10/2024,22/06/2024
17796,4,23/5/2024,5,2,false,Email,Silver,High,Very Likely,F,5,44,56,4901.05,3.545455,16/02/2024,8/08/2024
15421,5,22/12/2024,1,5,true,Chatbot,Gold,Low,Unlikely,F,49,7,7,218.03,2.000000,13/12/2024,13/12/2024
13502,3,1/10/2024,5,2,false,Chatbot,None,Low,Unlikely,F,32,6,16,148.14,3.166667,26/09/2024,26/09/2024
15799,2,28/11/2024,3,6,false,Email,Silver,Moderate,Likely,M,31,13,20,331.78,2.461538,8/11/2024,8/11/2024
13672,1,27/9/2024,6,1,false,Chatbot,None,Low,Unlikely,F,45,2,3,22.39,3.000000,14/08/2024,14/08/2024
14866,4,31/12/2024,0,3,false,Email,Silver,Low,Unlikely,F,43,,,,,,
13715,1,28/5/2024,5,2,false,Email,None,High,Likely,M,23,58,166,3627.61,2.844828,13/05/2024,5/08/2024
15039,5,28/8/2024,7,1,true,Email,Bronze,High,Very Likely,F,19,162,919,12415.73,3.012346,12/05/2024,3/06/2024
14501,3,15/12/2024,2,2,false,Social Media,None,Moderate,Unlikely,F,20,2,2,448,3.500000,10/12/2024,10/12/2024
13831,3,18/3/2024,5,3,false,SMS,Silver,Low,Unlikely,F,35,1,2,298,3.000000,16/02/2024,16/02/2024
17071,1,26/12/2024,7,3,false,Social Media,Gold,Moderate,Likely,F,15,10,10,1089.81,2.900000,15/12/2024,15/12/2024
15061,2,26/2/2024,9,2,false,Email,None,High,Likely,M,7,79,535,8862.51,3.265823,16/08/2024,6/07/2024
15171,2,20/10/2024,3,3,false,Chatbot,Silver,Low,Neutral,F,48,3,4,26,1.333333,25/08/2024,25/08/2024
13862,1,16/12/2024,5,0,true,Email,Silver,High,Likely,M,32,13,48,1729.49,3.000000,21/08/2024,21/08/2024
13786,5,25/9/2024,7,4,false,Chatbot,None,Moderate,Likely,M,21,2,16,188.64,2.500000,23/03/2024,23/03/2024
12666,0,,2,2,false,Email,Bronze,Low,Unlikely,M,13,1,1,18.99,2.000000,6/09/2024,6/09/2024
15057,1,18/12/2024,4,2,false,SMS,None,High,Likely,M,12,13,31,1586.9,3.384615,16/11/2024,16/11/2024
14068,2,17/12/2024,5,2,true,SMS,Bronze,High,Very Likely,M,32,13,204,1276.64,2.923077,10/11/2024,10/11/2024
13089,3,12/12/2024,0,4,true,Chatbot,None,High,Likely,F,25,188,486,15052.77,3.356383,11/06/2024,7/07/2024
15296,1,16/9/2024,2,3,true,SMS,Bronze,High,Likely,M,40,28,60,2875.93,2.714286,9/09/2024,9/10/2024
17860,2,19/11/2024,3,1,true,Social Media,Bronze,High,Very Likely,F,49,31,69,1599.65,3.161290,3/09/2024,3/09/2024
13295,2,3/11/2024,4,1,false,Email,Gold,Low,Neutral,F,33,6,6,273.96,2.666667,6/05/2024,6/05/2024
14081,2,17/3/2024,6,1,false,Email,None,High,Very Likely,F,49,35,148,2488.44,3.028571,3/02/2024,3/02/2024
15021,2,2/7/2024,9,1,false,Email,None,High,Likely,F,35,33,399,1939.36,2.848485,29/03/2024,30/03/2024
12664,1,24/4/2024,3,2,false,SMS,None,Moderate,Likely,M,14,2,2,498,3.000000,10/02/2024,10/02/2024
12744,2,10/12/2024,4,1,false,Email,None,High,Likely,M,16,21,94,3983.15,3.714286,23/10/2024,24/10/2024
18095,4,27/10/2024,5,1,false,Chatbot,Bronze,High,Very Likely,F,14,8,42,368.26,2.750000,18/08/2024,29/11/2024
16303,5,14/12/2024,5,1,false,Email,Gold,High,Likely,F,12,15,16,639.71,2.333333,15/08/2024,15/08/2024
16795,2,16/9/2024,6,2,false,Email,None,High,Very Likely,F,20,36,209,2324.21,2.638889,17/04/2024,18/04/2024
14413,3,20/12/2024,3,2,true,Chatbot,None,Moderate,Unlikely,F,34,11,53,1341.92,2.454545,5/09/2024,5/09/2024
18245,4,4/8/2024,4,1,false,Email,None,High,Very Likely,F,5,23,32,2743.56,3.173913,28/11/2024,7/05/2024
14443,3,29/2/2024,5,0,false,Chatbot,Gold,High,Very Likely,F,41,21,92,968.53,2.285714,14/12/2024,3/05/2024
16655,2,6/11/2024,8,4,true,Social Media,None,High,Likely,M,40,17,156,1012.56,3.117647,22/08/2024,22/08/2024
12567,0,,9,2,false,Email,Gold,High,Likely,F,23,75,347,5922.15,2.880000,14/02/2024,21/12/2024
17095,4,13/12/2024,6,0,true,Email,Bronze,Moderate,Likely,M,35,10,10,66.33,2.600000,8/07/2024,8/07/2024
17965,5,3/5/2024,4,0,true,Email,None,High,Very Likely,F,7,37,82,2130.36,2.486486,19/11/2024,3/02/2024
12854,4,9/12/2024,4,1,false,Chatbot,Bronze,High,Likely,M,42,17,19,1734.57,2.941176,24/10/2024,24/10/2024
12731,1,23/10/2024,8,1,true,Email,None,High,Likely,F,28,23,386,5528.83,3.000000,24/04/2024,27/11/2024
16928,1,7/8/2024,5,1,false,Email,Silver,Moderate,Likely,F,19,2,3,426.42,3.500000,10/03/2024,13/01/2024
17961,2,11/2/2024,3,1,false,Social Media,Bronze,High,Likely,F,10,39,68,1718.15,2.615385,31/01/2024,7/12/2024
14594,4,19/11/2024,3,1,true,Email,None,High,Very Likely,M,5,17,30,3227.96,4.000000,1/10/2024,1/11/2024
14439,4,17/10/2024,7,1,true,Chatbot,None,High,Likely,F,48,13,68,783.01,3.307692,13/10/2024,13/10/2024
15967,7,5/12/2024,1,3,true,Social Media,Bronze,High,Very Likely,F,12,17,47,1059.32,2.705882,20/10/2024,20/10/2024
16458,1,7/8/2024,3,0,false,Email,Silver,High,Likely,M,12,8,52,430.8,2.875000,24/05/2024,24/05/2024
15973,2,10/12/2024,2,3,false,Chatbot,Bronze,Moderate,Likely,M,9,1,1,7.19,1.000000,29/03/2024,29/03/2024
12838,3,29/7/2024,3,3,false,Email,None,High,Likely,F,31,30,72,1564.86,2.966667,1/05/2024,1/05/2024
15497,6,25/12/2024,7,0,false,Email,None,Low,Unlikely,F,2,5,5,260.16,3.000000,10/12/2024,10/12/2024
16926,2,21/12/2024,4,0,false,Email,Silver,Moderate,Likely,M,48,5,5,130.57,2.800000,2/04/2024,2/04/2024
13327,5,16/9/2024,5,0,true,Email,Bronze,High,Likely,F,14,14,21,557.01,1.928571,19/04/2024,19/04/2024
12528,3,28/12/2024,6,2,false,Email,Bronze,High,Likely,F,43,18,63,2832,3.555556,27/11/2024,27/11/2024
16954,3,1/6/2024,7,3,false,Social Media,Bronze,Moderate,Likely,F,6,5,11,292.63,2.600000,6/03/2024,6/03/2024
16244,5,11/8/2024,11,3,false,Email,Bronze,High,Likely,F,36,36,54,2953.47,2.777778,19/01/2024,20/01/2024
12826,6,14/9/2024,6,7,true,Email,Gold,High,Likely,M,33,23,185,2867.45,2.739130,11/08/2024,22/09/2024
16409,1,24/10/2024,5,2,false,SMS,Gold,High,Likely,F,45,21,48,2278.56,2.952381,11/02/2024,11/03/2024
12553,2,6/12/2024,1,0,true,Chatbot,None,High,Very Likely,F,8,16,56,761.09,2.562500,30/08/2024,31/08/2024
15454,1,28/10/2024,4,1,true,Email,None,Moderate,Likely,M,39,11,59,592.46,2.181818,5/10/2024,5/10/2024
14215,2,7/8/2024,5,0,false,Social Media,Silver,High,Very Likely,F,29,27,49,1145.63,2.296296,18/03/2024,29/08/2024
15831,2,29/12/2024,3,2,false,SMS,Bronze,Moderate,Likely,F,39,7,19,538.32,3.000000,24/09/2024,24/09/2024
17343,6,11/8/2024,7,0,false,Social Media,None,Moderate,Unlikely,M,32,5,48,259.23,2.400000,7/05/2024,7/05/2024
12766,1,9/5/2024,3,4,true,Email,None,High,Likely,F,22,50,61,1968.4,2.600000,4/05/2024,8/11/2024
14543,1,10/5/2024,8,1,false,Email,Gold,Moderate,Unlikely,M,11,4,9,771,3.500000,20/10/2024,27/04/2024
17340,4,9/8/2024,2,1,false,SMS,Gold,High,Very Likely,F,36,73,266,3846.45,2.712329,4/07/2024,7/11/2024
15752,3,2/12/2024,5,1,false,SMS,Silver,Moderate,Likely,F,27,8,110,1023.45,3.125000,17/01/2024,17/01/2024
13984,1,14/8/2024,2,0,false,SMS,None,Low,Unlikely,F,34,2,2,33.98,1.500000,4/08/2024,4/08/2024
13408,2,6/5/2024,8,1,true,Email,Silver,High,Likely,M,30,40,296,3799.16,3.125000,1/03/2024,6/12/2024
18106,3,2/10/2024,4,0,false,Email,Silver,High,Likely,F,49,20,107,2298.12,2.450000,31/08/2024,31/08/2024
17744,3,17/7/2024,9,6,true,SMS,None,High,Likely,F,42,27,36,1235.21,2.740741,18/06/2024,30/09/2024
12726,2,19/10/2024,4,1,true,Email,Silver,High,Very Likely,M,25,13,25,1544.48,2.769231,17/11/2024,27/06/2024
13402,6,1/2/2024,4,2,false,Email,Bronze,Moderate,Likely,M,42,9,22,497.05,2.777778,30/01/2024,30/01/2024
14805,1,27/11/2024,5,1,false,Social Media,Silver,High,Very Likely,M,20,10,44,1221.67,2.500000,22/11/2024,22/11/2024
15605,2,4/11/2024,6,1,true,Social Media,None,Moderate,Likely,F,21,5,11,1009.98,2.800000,1/10/2024,1/10/2024
14156,2,28/5/2024,5,1,false,Email,Bronze,High,Likely,F,5,42,56,4932.17,3.357143,18/12/2024,9/03/2024
17913,5,23/9/2024,5,0,false,Email,Bronze,High,Likely,F,29,21,49,817.84,2.666667,30/06/2024,30/06/2024
14167,2,7/11/2024,5,2,true,Chatbot,Bronze,Moderate,Likely,M,29,7,35,292.99,3.571429,25/08/2024,25/08/2024
15716,2,6/3/2024,1,1,false,Social Media,Gold,High,Likely,F,2,20,41,1128.25,2.400000,16/02/2024,17/02/2024
16755,4,6/12/2024,7,2,false,Social Media,None,Moderate,Likely,F,33,6,7,693.07,2.500000,17/11/2024,17/11/2024
14189,4,14/6/2024,6,5,true,Email,None,High,Likely,F,7,30,157,2410.74,3.333333,20/07/2024,3/06/2024
14713,4,6/7/2024,7,1,false,Email,None,High,Likely,F,42,42,95,4124.74,3.309524,21/04/2024,30/09/2024
15640,1,15/6/2024,3,0,false,Social Media,None,High,Very Likely,F,30,57,409,5908.71,3.245614,17/08/2024,7/05/2024
13027,3,3/11/2024,3,1,false,Email,None,Low,Unlikely,F,15,1,2,25.58,2.000000,7/07/2024,7/07/2024
14205,2,17/6/2024,6,3,true,Email,Bronze,Moderate,Likely,M,26,10,19,846.17,2.700000,17/04/2024,17/04/2024
14037,4,27/11/2024,1,0,true,Email,Bronze,High,Likely,M,24,17,54,952.41,2.588235,27/04/2024,27/04/2024
15673,4,8/9/2024,4,3,true,Email,Silver,High,Likely,M,24,23,33,748.17,3.000000,9/07/2024,9/07/2024
16274,2,16/7/2024,9,2,false,Email,None,High,Very Likely,F,43,38,151,3820.74,3.578947,13/01/2024,13/01/2024
12693,0,,3,1,false,Email,None,Low,Neutral,F,4,2,6,744,2.500000,14/10/2024,14/10/2024
14237,2,5/9/2024,6,1,false,Email,Silver,High,Likely,F,39,8,24,810.64,2.625000,1/09/2024,1/09/2024
16112,2,3/9/2024,3,2,true,Chatbot,None,Moderate,Likely,F,16,5,10,674.79,2.000000,16/08/2024,20/07/2024
13890,3,15/4/2024,5,2,false,Social Media,Silver,High,Likely,F,31,6,23,562.4,2.166667,11/03/2024,13/06/2024
14672,4,9/9/2024,6,4,false,Chatbot,Bronze,High,Very Likely,M,8,19,98,1054.46,2.736842,8/06/2024,8/06/2024
